Season,Episode,Character,cleanline
3,3,Stan,right
3,3,Kenny,and then we gotta go down and get a piece of paper and write down each one of the words we sang on the tape deck and then sing it back again
3,3,Stan,yeah
3,3,Kenny,thats what that means
3,3,Stan,ohhoho
3,3,Kyle,hey yeah whats that song she always sings theres got to be a morning after
3,3,Cartman,if we can hold on to the nightweve got to find our way together
3,3,Stan,thats it we gotta learn that song backwards
3,3,Kyle,in three hours
3,3,Kyle,ah man i cant keep my eyes open 
3,3,Stan,we cant fall asleep we gotta nail that song  you got the tape recorder cartman cartman 
3,3,Kyle,hes asleep wake up fatass
3,3,Cartman,what what what
3,3,Stan,goddamnit you cant fall asleep
3,3,Cartman,i wasnt sleeping i was just thinking really hard
3,3,Stan,there she is 
3,3,Stan,bitch bitch
3,3,Kyle,bitch
3,3,Stan,bitch
3,3,Kyle,dirty bitch
3,3,Stan,all right kyle and i are gonna take our positions up front
3,3,Cartman,okay 
3,3,Chef,iii do
3,3,Stan,here it goes
3,3,Stan,now cartman 
3,3,Kyle,now cartman 
3,3,Chef,children you are screwing up my wedding 
3,3,Kyle,cartman wake up you fat piece of crap 
3,3,Cartman,ow 
3,3,Chef,what the
3,3,Cartman,oh no the tape jammed 
3,3,Chef,what the 
3,3,Stan,come on cartman
3,3,Cartman,i cant see anything
3,3,Kenny,wait 
3,3,Stan,oh my god she killed kenny
3,3,Kyle,you bastard
3,3,Cartman,got it 
3,3,Mr. Garrison,hoh wow you dont see that every day
3,3,Stan,were sorry chef we had to do it
3,3,Chef,no im im glad you did children now that shes gone i cant really figure out what i ever saw in her
3,3,Mr. Garrison,poontangs poontang
3,3,Chef,come on children lets go get some ice cream
3,3,Cartman,what what happened you guys is kenny okay
3,3,Chef,hello there children
3,3,Chef,how would you like some fish sticks and tater tots
3,3,Stan,wed love them
3,3,Kyle,its great to have you back chef
3,3,Chef,yeah well i learned a very important lesson this week sometimes you fall in love and you think it feels that way foreveryou change your life and didnt know your friends cause you think it cant get any betterbut then love goes away no matter what it doesnt stay as strongand then youre left with nothing cause your tinking with your dongltpgtso watch out for that love bug it can destroy like a typhoon windjust play it cool and dont be a fool
3,3,Mr. Garrison,and never let poontang come between you and your friend
3,3,Chef,daaamn right garrison 
3,3,Cartman,after today theyre gonna be fine and ill never have to see you ever again
3,3,Cartman,no not with my eyes with these  ha ha ha ha ha ha
3,3,Cartman,ehsure
3,4,Stan,because we had to choose between this and home ec and we didnt wanna be sissies
3,4,Cartman,ooooohh
3,4,Kyle,mr adler
3,4,Stan,tweek is
3,4,Kyle,yeah you are you always get in trouble
3,4,Cartman,oh hello excuse me but craig is the biggest troublemaker in our class
3,4,Cartman,told ya
3,4,Kyle,dude shop class sucks maybe we should have taken home ec
3,4,Stan,now way dude home ec is for girls
3,4,Kenny,woohooo 
3,4,Kenny,woohooo 
3,4,Cartman,i wonder why kenny didnt wanna take shop class 
3,4,Stan,i dont know hes such a wuss
3,4,Cartman,you know you guys are totally wrong about tweek craig is way worse than he is 
3,4,Stan,no hes not dude craig is a wuss
3,4,Cartman,dude if craig and tweek got in a fight craig would kick tweeks ass
3,4,Kyle,do you wanna bet
3,4,Cartman,yeah ill bet
3,4,Stan,how much
3,4,Cartman,five bucks
3,4,Stan,youre on
3,4,Stan,hey tweek
3,4,Stan,dude craig chooses you he wants to fight
3,4,Stan,yeah hes all pissed off at you so will you fight
3,4,Kyle,dude because you have to stand up for yourself so will you fight him 
3,4,Cartman,craig could i talk to you real quick  er just a second please craig craig im not normally one to get involved in this kind of thing but well i was just standing over by tweek and he called you a big poopeater
3,4,Cartman,yeah he said you eat poop and that it makes your breath smell like poop and that eh well you like it
3,4,Cartman,i dont craig i dont know but now hes over there telling everybody that youre a poopeater and he chooses you
3,4,Cartman,no no craig you you cant fight him here mr adler would just break it up tell you what ill go tell him you accept his challenge and set it up for after school today
3,4,Kyle,there did you see he just flipped you off
3,4,Stan,hes really got it out for you dude
3,4,Kyle,so do you agree to fight him after school
3,4,Stan,super see you there 
3,4,Stan,mr adler mr adler
3,4,Stan,the bell rang can we go
3,4,Stan,come on you guys 
3,4,Stan,this is gonna be so sweet dude
3,4,Cartman,you guys are so wrong about tweek hes gonna get his ass kicked
3,4,Kyle,well see
3,4,Cartman,why dont we just raise our bet to ten dollars
3,4,Stan,youre on fatass 
3,4,Cartman,well well well look whos here our little home economics friend kenny
3,4,Kenny,hey guys whats going on with you
3,4,Stan,how come you wanna take home ec kenny
3,4,Kyle,yeah thats not cool dude 
3,4,Kenny,bye ladies 
3,4,Kyle,tweek and craig are gonna fight
3,4,Kyle,what
3,4,Stan,aw hell
3,4,Cartman,those sons of bitches
3,4,Kyle,aw they wanna fight they just dont know it yet 
3,4,Stan,tweek
3,4,Kyle,tweek
3,4,Stan,how come you didnt show up for the fight tweek
3,4,Kyle,well craig showed up
3,4,Stan,yeah he was standing there waiting for you and he was all like man tweeks a wuss and we were all like no hes not craig and he was all like yeah he is he isnt showing up hes a big wuss and he has crooked teeth
3,4,Kyle,and then craig was all like tweek is scared ome hes a big chicken and he started doing an impersonation of you being a chicken  well everybody in the world saw it
3,4,Stan,yeah it was weak
3,4,Kyle,well everyone in the world thinks you are see ya 
3,4,Stan,tomorrow
3,4,Cartman,craig what the hell are you doing home youre supposed to be out fighting tweek
3,4,Cartman,craig you can watch red racer any day of the week
3,4,Cartman,well thats fine i guess you dont care about what tweek said about your mom
3,4,Cartman,egh god damn it  well i guess you dont care about what tweek said about your guinea pig
3,4,Cartman,oh nothing except that you stick it up your ass before you go to bed
3,4,Cartman,yeah id be pissed too so maybe we should reschedule the fight for tomorrow
3,4,Cartman,after red racer of course
3,4,Stan,okay so just to set the record straight here the fight will be happening out by the tetherball pole at 330 tweek just weighed in at 48 pounds craig at 45
3,4,Cartman,however long craig wants it to last  theh ub look make no mistake craig has been ready for this fight since day one he doesnt even view it as a challenge
3,4,Kyle,hell view it as a challenge when hes getting his ass kicked
3,4,Cartman,hup did you hear that it sound like some diarrhea coming out of someones mouth or something
3,4,Kyle,shut up fatass
3,4,Cartman,dont call me fat you son of a bitch 
3,4,Cartman,when i have your guys ten bucks im gonna use it to buy the sweetest bigscreen tv in the whole world
3,4,Kyle,thats more than ten bucks you stupid fatass
3,4,Cartman,well if i get ten buck from each of you thats like 2000
3,4,Kyle,tweeks gonna fight craig
3,4,Stan,stay pissed tweek stay pissed  all right here we go
3,4,Kyle,time for you to get proven wrong fat boy
3,4,Cartman,youre gonna be eating those words asshole
3,4,Kyle,no i wont because youd eat em first tubby 
3,4,Stan,well
3,4,Cartman,come on
3,4,Stan,huh
3,4,Cartman,what do you mean what do you do you just fight each other
3,4,Kyle,how
3,4,Stan,aw dude come on
3,4,Cartman,you just hit each other smack each other around 
3,4,Kyle,not like that
3,4,Stan,all right all right screw it we have to postpone the fight til tweek and craig can learn how to fight
3,4,Stan,all right tweek well teach you how to fight and cartman you teach craig
3,4,Cartman,i dont think thats very fair if i teach craig hes gonna really kill tweek
3,4,Stan,oh yeah well im gonna have my uncle jimbo teach tweek how to box
3,4,Cartman,ooooo boxings scary you guys  im gonna have craig learn martial arts
3,4,Stan,fine well see you back here tomorrow
3,4,Cartman,fine 
3,4,Kyle,fine
3,4,Cartman,fine thats fine
3,4,Stan,damn it
3,4,Kyle,come on tweek hes only got one arm
3,4,Cartman,im ready  hey i like this hair thing this is cool 
3,4,Cartman,respect my authoritah 
3,4,Cartman,dude come on now come on
3,4,Cartman,i win
3,4,Cartman,hey maybe 
3,4,Kenny,i cant make love to you until we get a kingsize bed
3,4,Kenny,sure you can 
3,4,Kenny,why
3,4,Kenny,you dont
3,4,Kenny,shop class  no i wont
3,4,Kenny,i dont wanna take shop class 
3,4,Stan,okay the time has finally come 
3,4,Kyle,remember tweek punch hard punch low
3,4,Kyle,this is when you gotta get mean tweek
3,4,Cartman,the spirit of the dragon is in your hands hurshar kashurshar hurlong churshar all right
3,4,Cartman,now listen to me hurlong kashurshar all right and seriously hurlong kepur shung kwong
3,4,Stan,you ready tweek you ready craig lets get in on
3,4,Cartman,come on craig
3,4,Stan,yehah
3,4,Cartman,come on craig time to kick his ass 
3,4,Kyle,go tweek kick his ass get him
3,4,Cartman,come on craig
3,4,Stan,come on tweek you got him
3,4,Kyle,get him  whoa tweek did you hear that
3,4,Kyle,craig just called you a boner
3,4,Kyle,well just have to keep throwing jabs to win the fight
3,4,Stan,yeah
3,4,Kenny,hi mr adler
3,4,Stan,here they are
3,4,Stan,tweek and craig are fighting were just watching 
3,4,Cartman,cause we have ten bucks riding on it
3,4,Kenny,hey  hey
3,4,Kenny,hey god damn it
3,4,Kenny,ugh
3,4,Stan,oh my god they killed kenny
3,4,Kyle,you bastards
3,4,Kenny,i understand dude
3,4,Stan,dude this is pretty fucked up right here
3,4,Stan,hi were here to visit our good friends tweek and craig
3,4,Stan,hey you guys how are you feeling
3,4,Stan,well uh we just came by because we have something to tell you
3,4,Kyle,yeah see we got you to fight just cause we wanted to see who was the toughest we made up all that stuff we said to get you guys mad at each other 
3,4,Cartman,yes you can flip us off craig we deserve that we just came by to apologize we feel so bad
3,4,Kyle,boy do we ever
3,4,Stan,so i guess well be going now and live with the knowledge that youre both kind of sissies 
3,4,Stan,well i mean thats what was on the news
3,4,Cartman,oh you didnt see it oh tweeks family was on the news saying what a wuss you are craig
3,4,Kyle,yeah and then craigs family came on and said tweek was the wuss and then punched tweeks mom in the hooters
3,4,Stan,come on tweek you got him
3,4,Cartman,give him sucky craig give him sucky hurlong churshar
3,5,Cartman,you guys listen to this song i just wrote its called i hate you guysi hate you guysyou guys are assholesspecially kennyi hate him the mostokay now lets try one all togetheri hate you guys come on you guys know the wordsspecially kenny
3,5,Kyle,this is sweet being rugged outdoorsmen  facing the wilderness not having to be home until 830 
3,5,Stan,where are you going
3,5,Cartman,im going home for a minute i have to go to the bathroom
3,5,Kyle,just go behind a tree
3,5,Cartman,i have to go number two
3,5,Stan,so you can poo in the wilderness
3,5,Cartman,no way dude what would i wipe with
3,5,Kyle,cartman dont be such a baby were supposed to be rugged outdoorsmen
3,5,Cartman,well what do i sit on
3,5,Kyle,you just squat stupid 
3,5,Stan,not here go further away
3,5,Cartman,god im glad you guys know all these pooping outside rules  urgh come on now
3,5,Kyle,watch out for ground eels 
3,5,Cartman,stop you guys i cant think
3,5,Kyle,what do you have to think about
3,5,Cartman,i have to think about planes dropping bombs and dump trucks and selfserve ice cream  oh that did it
3,5,Stan,sick dude
3,5,Cartman,poopin outsidemakin selfserve ice creamfor my friendsspecially kennyhey kenny can i borrow one of your gloves
3,5,Kenny,here you go  no way 
3,5,Cartman,what the
3,5,Cartman,oh my god come on you guys come look at this
3,5,Stan,we dont wanna look at it cartman
3,5,Cartman,you guys get over here
3,5,Kyle,no way dude
3,5,Cartman,im serious now  look over by those bushes
3,5,Kyle,what
3,5,Stan,i see it
3,5,Cartman,come on lets kill it 
3,5,Kyle,aw cartman youre supposed to bury it
3,5,Stan,i saw it this way
3,5,Kyle,over here
3,5,Cartman,come on you guys
3,5,Stan,uncle jimbo cartman found a big animal creature and it ran over that way
3,5,Kyle,it just ran by here a second ago 
3,5,Cartman,heheh heyheh that things funny
3,5,Kyle,its stupid
3,5,Cartman,no no dont
3,5,Cartman,i like it
3,5,Kyle,you dont like anything cartman 
3,5,Cartman,wow cool
3,5,Stan,i think his name is junjun
3,5,Mr. Garrison,ill keep it at my house
3,5,Mr. Garrison,what how dare you say that
3,5,Mr. Garrison,oh come on you all know that pigeon was a total slut
3,5,Mr. Garrison,now wait a minute i wanna clear the air here we all know that pigeon was a whore raise your hand if you didnt sleep with that pigeon  oh whatever
3,5,Cartman,wow a dragon right on the blade mom can i get a sumatomi sword used by the ancient tokugawa soldiers
3,5,Cartman,sweet  mom somebodys at the door
3,5,Cartman,should i get it
3,5,Cartman,okay
3,5,Cartman,okay okay hold your horses god  mom its another starks pond creature
3,5,Cartman,you mean the other jakovasaur
3,5,Cartman,youre a jakovasaur thats what they call you
3,5,Cartman,but the other jakovasaur talked different
3,5,Cartman,i have to call my friends over theyre never gonna believe it
3,5,Cartman,hes the last of his kind you guys theres only two of them left 
3,5,Kyle,did you smoke some of your moms crack
3,5,Cartman,will you stop with the whole mom smoking crack thing its a old joke
3,5,Stan,whos that one of your moms boyfriends
3,5,Cartman,no that was a jakovasaur its okay to come in 
3,5,Stan,wow
3,5,Cartman,jakov i want you to meet my friends
3,5,Cartman,hahahahaheh isnt he funny
3,5,Stan,no hes annoying
3,5,Kyle,what are we supposed to do with him
3,5,Cartman,we have to take him to that ranchers barn to see his girlfriend
3,5,Stan,why dont we just tell our parents
3,5,Cartman,no why dont you wanna to understand we have to do this ourselves
3,5,Stan,sshh be quit we could get in big trouble for being here
3,5,Stan,sh keep quiet stupid
3,5,Kyle,dude have you ever heard of whispering
3,5,Cartman,haaahahahah youre so funny jakov
3,5,Stan,okay uh jakov why dont you just take bunga here and go back to starks pond
3,5,Cartman,thank you mayor for this distinctive honor
3,5,Kyle,what are you doing fatass
3,5,Cartman,im preparing my speech for when they call me up to congratulate on me on my discovery thank you mayor for this distinctive honor
3,5,Cartman,thank you mayor for this honorable distinction
3,5,Cartman,you know theres really only two seasons here in south park winter and july heh heh heh but but um seriously south park has always been a place of discovery for me  ey you sons of bitches get back here im having a goddamned distinctive honor
3,5,Kyle,they want you to have sex goddamnit
3,5,Stan,goddamn
3,5,Kyle,shut up
3,5,Stan,dude do we really want another one of these things hanging around
3,5,Randy,no problem jakov
3,5,Randy,hey jakov uh could you run down to the store and get some more pretzels
3,5,Mr. Mackey,jakovasaurs kinda piss me off mkay
3,5,Kyle,dude i dont wanna watch this thing have a baby
3,5,Cartman,if jakov and hope dont have kids their race will become extinct
3,5,Kyle,maybe their baby will be stillborn like cartman was 
3,5,Cartman,hey i might have been stillborn but at least i got better
3,5,Kyle,gross 
3,5,Cartman,arent they cute you guys
3,5,Stan,huhim not so sure this is a good thing
3,5,Mr. Garrison,hookay children we have some new students joining us today lets all be warm and welcome them to our class 
3,5,Stan,dude its crowded in here
3,5,Mr. Garrison,okay so were just gonna stick to our normal lesson plan and start the day with history  now does anyone know why chubby checker left the beatles in 1972  yes
3,5,Mr. Garrison,okay is there anyone who can answer the question
3,5,Mr. Garrison,damnit you dont raise your hand if you dont know
3,5,Kyle,dude this sucks ass
3,5,Cartman,i like going to school now jakovasaurs are so cool 
3,5,Mr. Garrison,it sure is mr hat 
3,5,Mr. Garrison,mayor the little jakovasaurs are ruining my classroom i cant teach our kids anything
3,5,Chef,and those jakovasaur eat three times as much as normal children i cant keep up
3,5,Cartman,hey jakov hows it going
3,5,Cartman,moving
3,5,Cartman,you cant leave youre my friend
3,5,Cartman,jakov please dont go  you make everything in south park fun  you brought life to this whole town it would suck without you
3,5,Cartman,yes these people jakov these people need you i need you please jakov stay
3,5,Cartman,hooray jakov is staying you guys 
3,5,Cartman,yes who would take care of them
3,5,Cartman,i have authoriteh
3,5,Cartman,well that should be fine just fine 
3,5,Cartman,fine
3,5,Stan,oh no nothings worse than cartman with authoritah
3,5,Cartman,hi jakov  what the hell is that  whos laughing
3,5,Cartman,wow thats cool i can help you get ready 
3,5,Cartman,what are we doing out here you guys i wanna see if jakov wins that game show
3,5,Stan,oh hell win dont worry
3,5,Kyle,we just have to show you this new species because youre the department of interior guy now soon theyll all be eaten by bears
3,5,Cartman,oh let me get out my notepad so i can classify this new species  well this should be fine just fine just fine fine
3,5,Kyle,there it is  that must be of the antelope family
3,5,Cartman,thats kenny with branches on his head  why did you bring me all the out here you guys
3,5,Stan,cartman jakovasaurs are making south park suck you have to understand that
3,5,Cartman,well what does that have to do with me being all the way out wait a minute youre distracting me that game show is a fix 
3,5,Kyle,cartman wait
3,5,Kenny,hey you guys wait up for me  waaah 
3,5,Randy,jakovasaurs dont wear clothes jakov
3,5,Cartman,jakov
3,5,Cartman,open this door
3,5,Cartman,i am department of interior guy and i have authoritah  no jakov dont go
3,5,Cartman,come back 
3,5,Cartman,dont mother just dont
3,5,Cartman,no thats okay ill see you guys 
3,5,Kyle,dude ive never seen cartman care so much about something
3,5,Stan,yeah i guess he finally found something thats as annoying as he is
3,6,Mr. Garrison,okay children lets take our seats we have something very important to discuss due to recent events around the country ive been instructed to teach you all about sexual harassment in school
3,6,Kyle,about what
3,6,Mr. Garrison,now does anybody know what sexual harassment means  yes eric
3,6,Cartman,when youre trying to have intercourse with a lady friend and some other guy comes up and tickles your balls from behind
3,6,Mr. Garrison,no eric thats not what im talking about the school board has sent over a special guest to teach us all about sexual harassment in schools please welcome petey the sexual harassment panda 
3,6,Mr. Garrison,say hi to sexual harassment panda
3,6,Kyle,this is freaking me out dude
3,6,Stan,ohh dude get me out of here
3,6,Cartman,i think sexual harassment panda is cool
3,6,Stan,you would think that you little asssucker
3,6,Cartman,what did you call me
3,6,Stan,an asssucker it means you suck ass you see an ass you suck it youre an asssucker
3,6,Cartman,that does it i am suing you for sexual harassment
3,6,Stan,what
3,6,Cartman,you have sexually harassed me for the last time it says right here that now i can sue you and take all of your money
3,6,Stan,no you cant you little asssucker
3,6,Cartman,oh you did it again you all heard him
3,6,Cartman,your honor my lawyer is just parking the car he should be here any second
3,6,Kyle,dude he got a lawyer
3,6,Kyle,dad
3,6,Cartman,th that is correct my honor
3,6,Stan,hoh whatever 
3,6,Cartman,he talked about having oral sex with my ass
3,6,Stan,i called you an asssucker
3,6,Cartman,yes that was it i was suhso upset  i couldnt concentrate the rest of the day and the way his eyes kept looking at me slowly going up and down my body like he was undressing me with his eyes 
3,6,Stan,what cartman you call people names all the time
3,6,Stan,wwhat do you mean
3,6,Stan,uh im eight
3,6,Stan,huh
3,6,Cartman,hooray
3,6,Stan,i have to give him half my stuff
3,6,Cartman,sweet
3,6,Cartman,lets see i want that clown criminy game  and that power jim doll  and lets see  do you really like this remotecontrolled truck
3,6,Stan,yeah dude thats my favorite toy
3,6,Cartman,oh well ill just take that then  and what about this is this one of your favorites
3,6,Stan,uh no i hate that toy
3,6,Cartman,oh then you wont mind if i take it 
3,6,Stan,damnit
3,6,Cartman,uhhuh that model airplane kit go on
3,6,Cartman,what but uh why should i sue the school
3,6,Cartman,interesting  ooo stans asthma inhaler i want that 
3,6,Mr. Garrison,no i had no freakin idea
3,6,Mr. Garrison,of course and so does mr hat we do not tolerate sexual harassment
3,6,Mr. Garrison,im sorry toots
3,6,Mr. Garrison,yes
3,6,Mr. Garrison,well he is a little asssucker 
3,6,Mr. Garrison,okay baby im sorry
3,6,Cartman,its time to celebrate yeahits time to celebrate yeah
3,6,Kyle,its big
3,6,Kyle,dad if the school has to pay you and cartman 13 million where does that money come from
3,6,Kyle,and you dont see a problem with that
3,6,Kyle,youre trying to confuse me now arent you
3,6,Mr. Garrison,okay children theres a few changes being made here at school but lessons will go on as normal any questions  yes stan
3,6,Stan,wheres our desks
3,6,Mr. Garrison,right desks well a lot of cuts had to be made since the schools funding is short for lawsuits
3,6,Stan,you see cartman you see what this has done
3,6,Cartman,all i know is i got this sweet digital watch and these cool shoes im telling you guys suing people kicks ass
3,6,Kenny,woohoo
3,6,Mr. Garrison,well lets just try to cope with the changes and do our schoolwork now im gonna write a sentence on the board and i want you to tell me the noun 
3,6,Mr. Garrison,i know i know im sorry children but we cant afford chalk anymore i have to write on the chalkboard with this rusty nail anyway children in the sentence the ball is red 
3,6,Cartman,no way
3,6,Cartman,this is ridiculous
3,6,Mr. Mackey,uh your honor this young man commented on the shape of my ass
3,6,Mr. Garrison,okay children lets all take our seats we have a lot to learn today  oohhkay uh clyde can you tell me when ulysses s grant was president
3,6,Mr. Garrison,uh craig how about you
3,6,Mr. Garrison,okay children im having a real problem with you all having lawyers it is really disrupting class time  uh huh rioh uh oh i see oh okay riight  kids what i meant to say is that i fully condone you all having lawyers and support your legal recourses in every way now lets get back to ulysses s grant if thats okay with you uhum
3,6,Chef,hello there children
3,6,Chef,hows it going
3,6,Stan,bad
3,6,Chef,well theyre about to get worse all i can serve you for lunch is lumpy potatoes
3,6,Cartman,lumpy potatoes oh no
3,6,Chef,sorry children all my fundings been cut
3,6,Cartman,oh my god you guys have to do something
3,6,Stan,chef how can we stop all these sexual assment lawsuits
3,6,Chef,i dont know children  why dont you ask your dad hes a lawyer aint he
3,6,Kyle,ive tried talking to him but he doesnt want the lawsuits to stop hes making too much money
3,6,Chef,well somebody else has got to know all about this sexual harassment whosafudge
3,6,Kyle,hey what about that stupid panda
3,6,Stan,yeah sexual harassment panda hes the one that started all this we have to find him
3,6,Chef,well i hope you do otherwise its lumpy potatoes from here on out
3,6,Cartman,noooo 
3,6,Stan,scuse me wed like to speak with sexual harassment panda please
3,6,Kyle,huh
3,6,Stan,we want sexual harassment panda
3,6,Cartman,what
3,6,Stan,well where is he
3,6,Stan,what the hell is wrong with these people
3,6,Kyle,dad dont you think our last new house is big enough
3,6,Kyle,tomorrows trial everyone vs everyone is gonna make things a lot worse we have to stop it
3,6,Kyle,hoh god here we go
3,6,Kyle,isnt that fascism
3,6,Kyle,do you
3,6,Stan,scuse me
3,6,Stan,somebody told us they saw a big panda bear in here
3,6,Stan,coats
3,6,Stan,dude what the hell is going in
3,6,Cartman,did you guys see a big panda bear in here or not
3,6,Stan,well we dont take kindly to you
3,6,Cartman,wheres that
3,6,Stan,come on wed better hurry 
3,6,Stan,island of misfit mascots commune this must be the place 
3,6,Stan,whoa who are you
3,6,Stan,thanks a lot dude
3,6,Cartman,i thought you werent supposed to run around with scissors
3,6,Stan,have you seen any panda bears
3,6,Kyle,what
3,6,Kenny,you guys come get this fucking magnet noooowwww  argh
3,6,Stan,oh my god they killed kenny
3,6,Kyle,you bastards  hey there he is 
3,6,Stan,dude are we glad to find you you have to come back to south park quick
3,6,Kyle,because everyone is suing everyone else and youre pretty much the cause of it all
3,6,Stan,please sexual harassment panda people listen to you you have to get them to stop suing each other
3,6,Kyle,no youre not dude youre a guy in a panda costume 
3,6,Kyle,okay sorry sorry
3,6,Cartman,youreyoure a worm thats thats cool thats cool
3,6,Stan,okay yyou are a panda but being sexual harassment panda isnt helping anyone right now you used to use your panda powers to teach people about sexual harassment but now you need to teach a new message a new massage that people will find useful again
3,6,Kyle,that people shouldnt sue each other all the time
3,6,Kyle,wait 
3,6,Mr. Garrison,hey its sexual harassment panda
3,6,Stan,no hes a whole new panda now and hes got something to say
3,7,Cartman,i will james west cowboy and rap star  quick artemus clyde frog weve got to save salma hayek
3,7,Cartman,are you okay salma hayek
3,7,Cartman,look out artemus clyde frog its a giant metal spider  bang bangbang  yoyoyo jiggity jiggy with it bang bang bang  we saved the day the wild wild west the wild wild wild west uhyo wicky wicky scratch uh wicky wicky scratch 
3,7,Cartman,but mmmooom im playing wild wild west
3,7,Cartman,but mom me and artemus clyde frog still have to do our love scene with salma hayek
3,7,Cartman,well im a badass cowboy living in a cowboysage wicky wicky scratch yo yo bang bangme and artemus clyde frog go savesalma hayek from the big metal spiderwicky wicky wick wicky wicky wick freshcowboy from the westside
3,7,Cartman,no kitty i dont have anything
3,7,Cartman,what the hell is wrong with you stop it kitty
3,7,Cartman,no kitty that a bad goddamned kitty 
3,7,Cartman,uhhuh
3,7,Cartman,right
3,7,Cartman,aw ma
3,7,Cartman,jesus christ 
3,7,Cartman,well go put that pizza in the oven bitch im hungry  ow
3,7,Cartman,you cant hit me didnt you see those nanny videos on tv 
3,7,Cartman,youre not allowed to have people over
3,7,Cartman,this is bullcrap  i cant reach the freezer
3,7,Cartman,god damnit  shut up kitty  any problems contact erics mommy at 303 aha  im gonna call mom and tell her that the babysitter is having her boyfriend come over then well see whos the turd 
3,7,Cartman,damnit 
3,7,Cartman,ey i need to use the phone
3,7,Cartman,ey aaah uhow ah 
3,7,Cartman,im gonna get her kitty mark my words  shut the hell up kitty 
3,7,Cartman,they mostly come at night mostly  ey i was watching aliens on tv
3,7,Cartman,who the hell are you
3,7,Cartman,you know this guy
3,7,Cartman,christ hes like 50 years old
3,7,Cartman,dude thats not cool
3,7,Cartman,dude when my mom finds out that my babysitters have their boyfriends over she mostly gets really mad mostly  yaaah eeyy ey god damnit
3,7,Cartman,hey what are you doing 
3,7,Cartman,im gonna tell my mom on you
3,7,Cartman,ey you ate all the pizza
3,7,Cartman,that does it im calling my mom right now and bustin your ass 
3,7,Cartman,give me that phone number
3,7,Cartman,i am not gonna be bossed around by a chick  maybe ill just use my wild wild west techniques and get proof that shelly had a boyfriend over
3,7,Cartman,god damnit kitty you have to calm down here ill get you some catnip 
3,7,Cartman,okay okay hold on im finding the catnip 
3,7,Cartman,aha charade you are looks like youre the turd now
3,7,Cartman,aaaaa  yes
3,7,Cartman,i think not im gonna show this picture to my mom when she gets home
3,7,Cartman,youre never gonna get this picture not until my mom comes home and i can prove you had a boyfriend over heuh
3,7,Cartman,what should we do artemus clyde frog 
3,7,Cartman,oh thats quick thinking artemus clyde frog  listen very carefully mr kitty i am putting this picture of the babysitter and her boyfriend on your collar  you have to take this picture to mommy kitty so that she can come home and save me  now run kitty take this picture to mommy and lead her back here when you return be sure to bring mom in through the back door hurry kitty youre my only hope  thats it thats it mr kitty 
3,7,Cartman,oh god damnit
3,7,Cartman,hey who was that who came to the door
3,7,Cartman,you just want me to open the door
3,7,Cartman,what ih is she okay
3,7,Cartman,huh 
3,7,Cartman,aha i knew it was a turd trick and i opened the door because mr kitty is on his way right now to my moms party with the picture
3,7,Cartman,haaha i saw you get the picture back from mr kitty and thats why i wrote a letter to the press to be opened in the case of my demise should anything happen to me that letter will go out and you will never find it
3,7,Cartman,okay lets see heuh haha um aw damnit  aaaah 
3,7,Cartman,aw man you guys suck
3,7,Cartman,youre the crappiest band i have ever heard
3,7,Cartman,oh my god somebody shoot me in the head
3,7,Cartman,dont call me fat now you guys are not supposed to be in heuh  you get out now and respect my authoritah  ow 
3,7,Cartman,mom the babysitter has her boyfriend over
3,7,Cartman,well theres a whole crappy band here  can you hear them here can you hear them 
3,7,Cartman,damnit her boyfriends here dont you believe me
3,7,Mr. Mackey,mhm mkay 
3,7,Cartman,ill never be able to prove that son of a bitch was here  my speak and record bear of course
3,7,Cartman,testing testing 1 2  sweet 
3,7,Cartman,okay see you in a while
3,7,Cartman,will you tell me what they look like the meteor shower they mostly come every few years mostly
3,7,Cartman,well i just i kind of like having you around
3,7,Cartman,no um seriously see i never had a brother or a sister i think people that have a brother or a sister dont realize how lucky they are sure they fight a lot but you know theres always somebody there somebody thats family  i wonder if well maybe sometimes i could pretend like youre my big sister and you could kind of watch over me you know like we could watch a meteor shower together sometime heh and i could pretend im somebodys brother if only for a day
3,7,Cartman,yuh you mean it
3,7,Cartman,hooray  yes im gonna have your and your boyfriends voices on my speak and record bear and then youll mostly never babysit me again mostly
3,7,Cartman,yes yes what a beautiful night it is saturday the 12th at 1045 and my mother is away at a party right now
3,7,Cartman,that of course is the voice of my babysitter shelly marsh who is twelve
3,7,Cartman,im just thinking out loud  do you have anything to say skyler shellys boyfriend who is sitting right heuh
3,7,Cartman,im sorry did you say something skyler  agh
3,7,Cartman,gotcha 
3,7,Cartman,oh yeah oh yeahoh wicky wicky wild westshelly guess whos busted  hey i said guess whos busted  eh youre not gonna trick me ive got the goods on you
3,7,Cartman,well shelly hes 22 what what were you doing with him anyway
3,7,Cartman,youre not ugly
3,7,Cartman,well youre pretty ugly but you dont have to be dating 22year olds i mean what kind of scumbag asshole dates 12year old girls
3,7,Cartman,wehhull i could ask artemus clyde frog he would know
3,7,Cartman,if you want i could help you
3,7,Cartman,just let me get my cowboy hat
3,7,Cartman,okay its clear 
3,7,Cartman,we dont have much time
3,7,Cartman,hurry up in there
3,7,Cartman,that was sooo cool i wish we couldve seen his face
3,7,Cartman,oh my god 
3,7,Cartman,you are all very bad kitties that is a bad bad kitty
